Player,Goals Per Game,Assists Per Game,Shot Conversion Rate,Tackles Per Game,Interceptions Per Game
Alexandre Lacazette,0.006842105263157895,0.19047619047619047,0.00013034759358288773,0.15488215488215487,0.07575757575757576
Pierre-Emerick Aubameyang,0.011052631578947368,0.15476190476190477,0.0001934889434889435,0.1111111111111111,0.07183908045977011
Nicolas PÃ©pÃ©,0.002631578947368421,0.07142857142857142,0.0002005347593582888,0.1616161616161616,0.06060606060606061
Reiss Nelson,0.0008771929824561404,0.0,0.0002622377622377623,0.125,0.075
Eddie Nketiah,0.0029824561403508773,0.0,0.0005795454545454547,0.06521739130434782,0.021739130434782608
Gabriel Martinelli,0.003684210526315789,0.0,0.0011931818181818183,0.23809523809523808,0.05357142857142857
Willian,0.002807017543859649,0.41666666666666663,2.7758501040943795e-05,0.17372881355932204,0.1059322033898305
Tom Heaton,,0.0,0.0,,
Jed Steer,,0.0,0.0,,
Ãrjan Nyland,,0.0,0.0,,
Lovre Kalinic,,0.0,0.0,,
Emiliano MartÃ­nez,,0.0,0.0,,
Neil Taylor,,0.05952380952380952,0.0,0.3057471264367816,0.41551724137931034
Ezri Konsa Ngoyo,,0.023809523809523808,0.0,0.12179487179487178,0.25961538461538464
Matt Targett,,0.07142857142857142,0.0,0.2824074074074074,0.4305555555555556
BjÃ¶rn Engels,,0.0,0.0,0.10784313725490197,0.4117647058823529
FrÃ©dÃ©ric Guilbert,,0.023809523809523808,0.0,0.4933333333333333,0.49
Ahmed El Mohamady,,0.15476190476190477,0.0,0.24316939890710382,0.3360655737704918
Kortney Hause,0.0010526315789473684,0.0,0.00020454545454545457,0.19444444444444445,0.2777777777777778
Tyrone Mings,,0.03571428571428571,0.0,0.09803921568627451,0.24019607843137256
Matthew Cash,,0.0,0.0,0.16666666666666666,0.5
Douglas Luiz,0.0014035087719298245,0.023809523809523808,0.0001330376940133038,0.2072072072072072,0.24324324324324326
John McGinn,0.0017543859649122807,0.03571428571428571,0.00011961722488038279,0.3045977011494253,0.22413793103448276
Henri Lansbury,0.22807017543859648,0.0,0.29545454545454547,0.08974358974358973,0.019230769230769232
Jack Grealish,0.0022807017543859647,0.08333333333333333,8.441558441558443e-05,0.1056338028169014,0.15492957746478872
Marvelous Nakamba,0.5087719298245614,0.0,0.28246753246753253,0.3160919540229885,0.33620689655172414
Conor Hourihane,0.0019298245614035087,0.05952380952380952,0.00025,0.09523809523809523,0.08035714285714286
TrÃ©zÃ©guet,0.0029824561403508773,0.011904761904761904,0.00022290209790209794,0.19047619047619047,0.19285714285714287
Anwar El Ghazi,0.002105263157894737,0.047619047619047616,0.00015734265734265734,0.09803921568627451,0.09558823529411764
Jota,0.17543859649122806,0.011904761904761904,0.11363636363636366,0.049999999999999996,0.075
Jacob Ramsey,0.0,0.0,0.0,,
Wesley,0.004210526315789474,0.011904761904761904,0.00046753246753246754,0.11904761904761904,0.047619047619047616
Keinan Davis,0.3333333333333333,0.0,0.07620320855614975,0.008771929824561403,0.0
Ollie Watkins,0.017543859649122806,0.0,0.022727272727272728,0.0,0.0
Bertrand TraorÃ©,0.0035087719298245615,0.011904761904761904,0.0008021390374331552,0.15,0.05
Mat Ryan,,0.0,0.0,,
Jason Steele,,0.0,0.0,,
Christian Walton,,0.0,0.0,,
Robert SÃ¡nchez,,0.0,0.0,,
Ben White,,0.0,0.0,0.16666666666666666,0.25
Tariq Lamptey,,0.023809523809523808,0.0,0.1818181818181818,0.5227272727272727
Lewis Dunk,,0.05952380952380952,0.0,0.22470238095238096,0.3861607142857143
Adam Webster,,0.011904761904761904,0.0,0.16666666666666666,0.36363636363636365
Bernardo,,0.011904761904761904,0.0,0.41203703703703703,0.2777777777777778
Dan Burn,,0.0,0.0,0.2765151515151515,0.2897727272727273
JoÃ«l Veltman,,0.0,0.0,,
Romaric Yapi,,0.0,0.0,,
Alex Cochrane,,0.0,0.0,,
Haydon Roberts,,0.0,0.0,,
Dale Stephens,0.00017543859649122806,0.05952380952380952,1.3914656771799632e-05,0.43939393939393934,0.4217171717171717
Yves Bissouma,0.0003508771929824561,0.0,2.6737967914438505e-05,0.3685897435897436,0.27403846153846156
Alexis Mac Allister,0.15789473684210525,0.0,0.08766233766233768,0.16666666666666666,0.027777777777777776
Pascal GroÃ,0.0022807017543859647,0.17857142857142855,9.1377694470478e-05,0.18100358422939067,0.09946236559139784
Adam Lallana,0.002631578947368421,0.3333333333333333,3.732581287325813e-05,0.27104377104377103,0.20959595959595959
Solly March,0.0003508771929824561,0.08333333333333333,1.4662756598240471e-05,0.2536231884057971,0.16847826086956522
Davy PrÃ¶pper,0.0003508771929824561,0.08333333333333333,1.704545454545455e-05,0.31166666666666665,0.3775
Steven Alzate,0.3684210526315789,0.0,0.09545454545454546,0.2698412698412698,0.17857142857142858
Max Sanders,0.0,0.0,0.0,,
Jayson Molumby,0.0,0.0,0.0,,
Lars Dendoncker,0.0,0.0,0.0,,
Peter Gwargis,0.0,0.0,0.0,,
Leandro Trossard,0.0031578947368421048,0.047619047619047616,0.0002727272727272728,0.11616161616161616,0.08333333333333333
Neal Maupay,0.00543859649122807,0.047619047619047616,0.0002092709270927093,0.08974358974358973,0.03205128205128205
Alireza Jahanbakhsh,0.0010526315789473684,0.0,0.00012032085561497327,0.2204301075268817,0.11290322580645161
JosÃ© Izquierdo,0.0019298245614035087,0.047619047619047616,0.0001119402985074627,0.13475177304964536,0.11170212765957446
Aaron Connolly,0.002631578947368421,0.011904761904761904,0.0002378435517970402,0.05128205128205128,0.0
Florin Andone,0.002631578947368421,0.0,0.0005113636363636364,0.07051282051282051,0.028846153846153848
Viktor GyÃ¶keres,0.0,0.0,0.0,,
Nick Pope,,0.0,0.0,,
Bailey Peacock-Farrell,,0.0,0.0,,
Will Norris,,0.0,0.0,,
Matthew Lowton,,0.14285714285714285,0.0,0.40213178294573637,0.46075581395348836
Charlie Taylor,,0.023809523809523808,0.0,0.25,0.2905405405405405
James Tarkowski,,0.03571428571428571,0.0,0.27371273712737126,0.33739837398373984
Ben Mee,,0.047619047619047616,0.0,0.24096385542168675,0.39156626506024095
Erik Pieters,,0.13095238095238093,0.0,0.4621993127147766,0.45618556701030927
Phil Bardsley,,0.05952380952380952,0.0,0.40444444444444444,0.3525
Kevin Long,,0.03571428571428571,0.0,0.3,0.24285714285714285
Jimmy Dunne,,0.0,0.0,0.0,0.5
Bobby Thomas,,0.0,0.0,,
Anthony Driscoll-Glennon,,0.0,0.0,,
Jack Cork,0.0005263157894736842,0.10714285714285714,1.4930325149303254e-05,0.29419191919191917,0.3787878787878788
JÃ³hann Gudmundsson,0.0012280701754385965,0.20238095238095238,4.1866028708133976e-05,0.16145833333333331,0.23697916666666666
Josh Brownhill,0.19298245614035087,0.0,0.09375000000000001,0.22727272727272724,0.4318181818181818
Dwight McNeil,0.0014035087719298245,0.14285714285714285,7.272727272727274e-05,0.22677595628415298,0.1762295081967213
Robbie Brady,0.0010526315789473684,0.14285714285714285,2.6392961876832847e-05,0.2828638497652582,0.23943661971830985
Ashley Westwood,0.0007017543859649122,0.2976190476190476,1.9907100199071006e-05,0.25225225225225223,0.3614864864864865
Josh Benson,0.0,0.0,0.0,,
Chris Wood,0.0059649122807017545,0.047619047619047616,0.00013477801268498945,0.04444444444444444,0.016666666666666666
Ashley Barnes,0.0043859649122807015,0.07142857142857142,6.175889328063242e-05,0.110752688172043,0.0532258064516129
Jay Rodriguez,0.004035087719298246,0.14285714285714285,4.148629148629149e-05,0.1441947565543071,0.1151685393258427
Matej Vydra,0.0019298245614035087,0.05952380952380952,0.00020270270270270272,0.029239766081871343,0.021929824561403508
Kepa Arrizabalaga,,0.0,0.0,,
Willy Caballero,,0.0,0.0,,
Antonio RÃ¼diger,,0.011904761904761904,0.0,0.19375,0.225
Marcos Alonso,,0.14285714285714285,0.0,0.3428571428571428,0.38392857142857145
Andreas Christensen,,0.0,0.0,0.21468926553672313,0.3135593220338983
Kurt Zouma,,0.047619047619047616,0.0,0.1864801864801865,0.39335664335664333
Reece James,,0.03571428571428571,0.0,0.2756410256410256,0.25
CÃ©sar Azpilicueta,,0.369047619047619,0.0,0.4424019607843137,0.4365808823529412
Fikayo Tomori,,0.0,0.0,0.3137254901960784,0.35294117647058826
Emerson,,0.011904761904761904,0.0,0.23888888888888887,0.23333333333333334
Ben Chilwell,,0.10714285714285714,0.0,0.2643097643097643,0.29545454545454547
Thiago Silva,,0.0,0.0,,
Juan Castillo,,0.0,0.0,,
Hakim Ziyech,0.0,0.0,0.0,,
Jorginho,0.0017543859649122807,0.03571428571428571,0.0002066115702479339,0.35,0.4642857142857143
N'Golo KantÃ©,0.0010526315789473684,0.11904761904761904,3.40909090909091e-05,0.5421686746987951,0.6325301204819277
Ross Barkley,0.002105263157894737,0.3214285714285714,1.9907100199071002e-05,0.1419141914191419,0.09405940594059406
Ruben Loftus-Cheek,0.002105263157894737,0.07142857142857142,0.00010489510489510491,0.11538461538461538,0.14102564102564102
Mateo Kovacic,0.0003508771929824561,0.05952380952380952,2.7829313543599264e-05,0.28125,0.1171875
Mason Mount,0.0031578947368421048,0.05952380952380952,0.0001534090909090909,0.18376068376068377,0.11538461538461539
Christian Pulisic,0.0063157894736842095,0.047619047619047616,0.00038961038961038966,0.15333333333333332,0.06
Billy Gilmour,0.10526315789473684,0.0,0.40909090909090917,0.1388888888888889,0.125
Kai Havertz,0.03508771929824561,0.0,0.0,0.25,0.0
Timo Werner,0.03508771929824561,0.0,0.022727272727272728,0.08333333333333333,0.375
Tammy Abraham,0.005087719298245613,0.047619047619047616,0.00014866712235133287,0.044117647058823525,0.029411764705882353
Olivier Giroud,0.0063157894736842095,0.3333333333333333,4.479097544790976e-05,0.10154061624649859,0.06722689075630252
Callum Hudson-Odoi,0.0005263157894736842,0.07142857142857142,7.053291536050158e-05,0.0857142857142857,0.05714285714285714
Wayne Hennessey,,0.011904761904761904,0.0,,
Vicente Guaita,,0.0,0.0,,
Stephen Henderson,,0.0,0.0,,
Nathan Ferguson,,0.0,0.0,,
Joel Ward,,0.05952380952380952,0.0,0.40049751243781095,0.4577114427860697
Patrick van Aanholt,,0.16666666666666666,0.0,0.30541012216404884,0.42670157068062825
James Tomkins,,0.08333333333333333,0.0,0.2832699619771863,0.4211026615969582
Scott Dann,,0.13095238095238093,0.0,0.21365638766519823,0.3777533039647577
Mamadou Sakho,,0.023809523809523808,0.0,0.19199999999999998,0.4
Gary Cahill,,0.11904761904761904,0.0,0.20989304812834222,0.30213903743315507
Martin Kelly,,0.05952380952380952,0.0,0.36492374727668847,0.25
Tyrick Mitchell,,0.0,0.0,0.41666666666666663,0.125
Jaroslaw Jach,,0.0,0.0,,
Sam Woods,,0.0,0.0,,
Ryan Inniss,,0.0,0.0,,
Luka Milivojevic,0.0038596491228070173,0.047619047619047616,0.00010416666666666669,0.3636363636363636,0.4690082644628099
Max Meyer,0.0003508771929824561,0.023809523809523808,2.9013539651837528e-05,0.18840579710144925,0.11956521739130435
Cheikhou KouyatÃ©,0.0012280701754385965,0.11904761904761904,2.857920522591182e-05,0.377326565143824,0.3934010152284264
Andros Townsend,0.0017543859649122807,0.26190476190476186,2.03527815468114e-05,0.27883096366508686,0.20971563981042654
Jeffrey Schlupp,,0.09523809523809523,0.0,0.31306306306306303,0.2989864864864865
James McArthur,0.0014035087719298245,0.21428571428571427,2.548853016142736e-05,0.3622931442080378,0.3528368794326241
James McCarthy,0.0008771929824561404,0.14285714285714285,1.9152196118488256e-05,0.43540051679586567,0.40794573643410853
Jairo Riedewald,0.5087719298245614,0.0,0.4943181818181819,0.14367816091954022,0.25
Eberechi Eze,0.03508771929824561,0.0,0.0,0.16666666666666666,0.0
Nya Kirby,0.0,0.0,0.0,,
Jordan Ayew,0.0031578947368421048,0.10714285714285714,5.4304102976669354e-05,0.2709832134292566,0.1366906474820144
Wilfried Zaha,0.0031578947368421048,0.2857142857142857,3.652597402597403e-05,0.2258064516129032,0.14170506912442396
Christian Benteke,0.005614035087719298,0.23809523809523808,4.010695187165776e-05,0.05925925925925926,0.028888888888888888
Connor Wickham,0.002807017543859649,0.08333333333333333,5.772005772005773e-05,0.12916666666666665,0.11041666666666666
Brandon Pierrick,0.03508771929824561,0.0,0.0,0.0,0.0
Michy Batshuayi,0.0038596491228070173,0.03571428571428571,0.00020547945205479456,0.03611111111111111,0.029166666666666667
Jordan Pickford,,0.0,0.0,,
JoÃ£o VirgÃ­nia,,0.0,0.0,,
Jonas LÃ¶ssl,,0.023809523809523808,0.0,,
Mason Holgate,,0.047619047619047616,0.0,0.2897435897435897,0.31153846153846154
Michael Keane,,0.05952380952380952,0.0,0.17102396514161217,0.4068627450980392
Lucas Digne,,0.14285714285714285,0.0,0.3472222222222222,0.3611111111111111
Yerry Mina,,0.011904761904761904,0.0,0.20454545454545453,0.23295454545454544
SÃ©amus Coleman,,0.25,0.0,0.28985507246376807,0.26811594202898553
Jarrad Branthwaite,,0.0,0.0,0.3333333333333333,0.125
Jonjoe Kenny,,0.023809523809523808,0.0,0.3440860215053763,0.3709677419354839
Niels Nkounkou,,0.0,0.0,,
Fabian Delph,0.0007017543859649122,0.09523809523809523,1.8939393939393943e-05,0.35585585585585583,0.3824324324324324
Gylfi Sigurdsson,0.003684210526315789,0.5357142857142857,2.3744911804613297e-05,0.20422535211267603,0.24911971830985916
AndrÃ© Gomes,0.0003508771929824561,0.023809523809523808,5.050505050505051e-05,0.2222222222222222,0.140625
Jean-Philippe Gbamin,0.03508771929824561,0.0,0.0,0.3333333333333333,0.125
Tom Davies,0.0008771929824561404,0.047619047619047616,5.681818181818183e-05,0.20754716981132074,0.2358490566037736
Beni Baningime,0.14035087719298245,0.0,0.0,0.125,0.0625
Allan,0.03508771929824561,0.0,0.13636363636363638,0.75,0.375
James RodrÃ­guez,0.008771929824561403,0.011904761904761904,0.008522727272727274,0.25,0.375
Abdoulaye DoucourÃ©,0.0022807017543859647,0.13095238095238093,4.870129870129871e-05,0.2989821882951654,0.2729007633587786
Muhamed Besic,0.8070175438596491,0.0,0.12062937062937064,0.33695652173913043,0.18478260869565216
Sandro RamÃ­rez,0.14035087719298245,0.0,0.06060606060606061,0.041666666666666664,0.03125
Yannick Bolasie,0.0015789473684210524,0.20238095238095238,2.8019925280199255e-05,0.21148459383753498,0.10084033613445378
Richarlison,0.004912280701754386,0.11904761904761904,6.81818181818182e-05,0.2852852852852853,0.11936936936936937
Dominic Calvert-Lewin,0.004210526315789474,0.10714285714285714,8.391608391608393e-05,0.06034482758620689,0.0625
Theo Walcott,0.0038596491228070173,0.6071428571428571,2.4350649350649354e-05,0.10308285163776493,0.10765895953757225
Cenk Tosun,0.0035087719298245615,0.03571428571428571,0.0001920614596670935,0.0782312925170068,0.030612244897959183
Alex Iwobi,0.0017543859649122807,0.19047619047619047,4.34279096699479e-05,0.13095238095238093,0.0873015873015873
Bernard,0.0012280701754385965,0.05952380952380952,0.0001363636363636364,0.22131147540983603,0.1762295081967213
Moise Kean,0.0010526315789473684,0.023809523809523808,0.00013196480938416425,0.03225806451612903,0.04032258064516129
Anthony Gordon,0.19298245614035087,0.011904761904761904,0.125,0.16666666666666666,0.18181818181818182
Marek RodÃ¡k,,0.0,0.0,,
Fabri,,0.0,0.0,,
Alphonse Areola,,0.0,0.0,,
Michael Hector,,0.0,0.0,0.25,0.0
Denis Odoi,,0.011904761904761904,0.0,0.24747474747474746,0.3409090909090909
Tim Ream,,0.011904761904761904,0.0,0.175,0.40625
Maxime Le Marchand,,0.011904761904761904,0.0,0.3589743589743589,0.5192307692307693
Joe Bryan,,0.011904761904761904,0.0,0.3666666666666667,0.30833333333333335
Antonee Robinson,,0.0,0.0,,
Kenny Tete,,0.011904761904761904,0.0,0.5,1.0
Ola Aina,,0.0,0.0,0.0,0.0
Jean Michael Seri,0.0005263157894736842,0.023809523809523808,0.00010765550239234451,0.21354166666666666,0.25
Kevin McDonald,0.0003508771929824561,0.011904761904761904,7.177033492822967e-05,0.24390243902439024,0.2621951219512195
Neeskens Kebano,,0.0,0.0,0.05555555555555555,0.0
Stefan Johansen,0.21052631578947367,0.0,0.8181818181818183,0.1388888888888889,0.0625
Tom Cairney,0.0008771929824561404,0.011904761904761904,0.00010330578512396695,0.2209302325581395,0.18604651162790697
Josh Onomah,0.2631578947368421,0.0,0.25568181818181823,0.1111111111111111,0.016666666666666666
AndrÃ©-Frank Zambo Anguissa,0.42105263157894735,0.011904761904761904,0.0743801652892562,0.375,0.3854166666666667
Mario Lemina,0.0007017543859649122,0.023809523809523808,5.681818181818183e-05,0.3723404255319148,0.425531914893617
Harrison Reed,0.3333333333333333,0.0,0.21590909090909094,0.3157894736842105,0.34210526315789475
Tyrese Francois,0.0,0.0,0.0,,
Aleksandar Mitrovic,0.005087719298245613,0.08333333333333333,8.946935417523654e-05,0.09282700421940927,0.04113924050632911
Bobby De Cordova-Reid,0.003684210526315789,0.023809523809523808,0.000493730407523511,0.09770114942528735,0.02586206896551724
Ivan Cavaleiro,0.002105263157894737,0.011904761904761904,0.0006293706293706294,0.039999999999999994,0.07
Aboubakar Kamara,0.0035087719298245615,0.0,0.0006198347107438018,0.08888888888888888,0.016666666666666666
Kiko Casilla,,0.0,0.0,,
Elia Caprile,,0.0,0.0,,
Luke Ayling,,0.0,0.0,0.8333333333333333,0.0
Barry Douglas,,0.0,0.0,,
Liam Cooper,,0.0,0.0,0.16666666666666666,0.5
Pascal Struijk,,0.0,0.0,0.6666666666666666,0.75
Leif Davis,,0.0,0.0,,
Robin Koch,,0.0,0.0,0.41666666666666663,0.25
Oliver Casey,,0.0,0.0,,
Charlie Cresswell,,0.0,0.0,,
Robbie Gotts,,0.0,0.0,,
Adam Forshaw,0.6140350877192982,0.011904761904761904,0.08522727272727273,0.2952380952380952,0.2571428571428571
Ezgjan Alioski,0.017543859649122806,0.0,0.06818181818181819,0.16666666666666666,0.25
Stuart Dallas,0.03508771929824561,0.0,0.0,1.0,0.5
Pablo HernÃ¡ndez,0.0015789473684210524,0.15476190476190477,7.867132867132867e-05,0.16091954022988506,0.23275862068965517
Kalvin Phillips,0.03508771929824561,0.011904761904761904,0.13636363636363638,0.6666666666666666,0.5
Mateusz Klich,0.017543859649122806,0.011904761904761904,0.034090909090909095,0.5,0.5
Jamie Shackleton,0.017543859649122806,0.0,0.0,0.16666666666666666,0.0
Jack Harrison,0.008771929824561403,0.0,0.011363636363636364,0.25,0.25
Alfie McCalmont,0.0,0.0,0.0,,
Mateusz Bogusz,0.0,0.0,0.0,,
Ian Poveda-Ocampo,0.0,0.0,0.0,,
Patrick Bamford,0.0017543859649122807,0.011904761904761904,0.00034090909090909094,0.08045977011494253,0.05172413793103448
Tyler Roberts,0.05263157894736842,0.0,0.10227272727272729,0.05555555555555555,0.0
Joe Gelhardt,0.0,0.0,0.0,,
Rodrigo Moreno,0.0008771929824561404,0.011904761904761904,0.00017045454545454547,0.13157894736842105,0.15789473684210525
Kasper Schmeichel,,0.0,0.0,,
Danny Ward,,0.0,0.0,,
Eldin Jakupovic,,0.0,0.0,,
James Justin,,0.011904761904761904,0.0,0.43333333333333335,0.25
Ãaglar SÃ¶yÃ¼ncÃ¼,,0.011904761904761904,0.0,0.2738095238095238,0.30952380952380953
Wes Morgan,,0.023809523809523808,0.0,0.1984126984126984,0.46577380952380953
Jonny Evans,,0.10714285714285714,0.0,0.2564534231200898,0.49242424242424243
Filip Benkovic,,0.0,0.0,,
Daniel Amartey,,0.011904761904761904,0.0,0.24637681159420288,0.2717391304347826
Ricardo Pereira,,0.09523809523809523,0.0,0.626984126984127,0.43253968253968256
Christian Fuchs,,0.10714285714285714,0.0,0.397196261682243,0.5794392523364486
Luke Thomas,,0.011904761904761904,0.0,0.05555555555555555,0.25
Timothy Castagne,,0.011904761904761904,0.0,0.3333333333333333,0.375
Demarai Gray,0.0014035087719298245,0.10714285714285714,3.9525691699604744e-05,0.09595959595959597,0.07386363636363637
Youri Tielemans,0.002105263157894737,0.11904761904761904,9.193054136874363e-05,0.22756410256410256,0.15384615384615385
James Maddison,0.003333333333333333,0.11904761904761904,8.2513028372901e-05,0.2584541062801932,0.07608695652173914
Marc Albrighton,0.0012280701754385965,0.44047619047619047,2.1694214876033063e-05,0.27454780361757103,0.25290697674418605
Harvey Barnes,0.002456140350877193,0.13095238095238093,8.522727272727273e-05,0.08187134502923976,0.04824561403508772
Hamza Choudhury,0.0005263157894736842,0.023809523809523808,0.00015734265734265734,0.2252252252252252,0.31756756756756754
Matty James,0.7368421052631579,0.011904761904761904,0.07535885167464117,0.24206349206349204,0.39880952380952384
Adrien Silva,0.24561403508771928,0.011904761904761904,0.08677685950413225,0.2857142857142857,0.26785714285714285
Wilfred Ndidi,0.0008771929824561404,0.05952380952380952,2.228163992869876e-05,0.6584699453551912,0.5184426229508197
Dennis Praet,0.0012280701754385965,0.03571428571428571,0.00022727272727272733,0.21264367816091956,0.1724137931034483
Rachid Ghezzal,0.0008771929824561404,0.0,0.0001794258373205742,0.12280701754385964,0.09210526315789473
Nampalys Mendy,0.7719298245614035,0.0,1.0,0.17045454545454544,0.21022727272727273
Cengiz Ãnder,0.0,0.0,0.0,,
Jamie Vardy,0.008596491228070175,0.34523809523809523,7.294561333862644e-05,0.09702660406885757,0.06924882629107981
Islam Slimani,0.003684210526315789,0.05952380952380952,0.00034090909090909094,0.059829059829059825,0.02564102564102564
Kelechi Iheanacho,0.0031578947368421048,0.15476190476190477,9.227614490772386e-05,0.05413105413105413,0.023504273504273504
Ayoze PÃ©rez,0.004035087719298246,0.15476190476190477,5.7024793388429764e-05,0.2247191011235955,0.19241573033707865
Fousseni DiabatÃ©,0.2631578947368421,0.011904761904761904,0.17045454545454547,0.1222222222222222,0.13333333333333333
Loris Karius,,0.0,0.0,,
Alisson,,0.011904761904761904,0.0,,
AdriÃ¡n,,0.0,0.0,,
Caoimhin Kelleher,,0.0,0.0,,
Kamil Grabara,,0.0,0.0,,
Virgil van Dijk,,0.03571428571428571,0.0,0.19287211740041926,0.4371069182389937
Joseph Gomez,,0.03571428571428571,0.0,0.2534246575342466,0.3424657534246575
Andrew Robertson,,0.39285714285714285,0.0,0.2941176470588235,0.31209150326797386
Joel Matip,,0.0,0.0,0.2596899224806202,0.3633720930232558
Trent Alexander-Arnold,,0.30952380952380953,0.0,0.2771929824561403,0.3
Neco Williams,,0.0,0.0,0.1388888888888889,0.375
Konstantinos Tsimikas,,0.0,0.0,,
Nathaniel Phillips,,0.0,0.0,,
Sepp van den Berg,,0.0,0.0,,
Fabinho,0.0008771929824561404,0.05952380952380952,0.00011755485893416931,0.3620689655172414,0.28879310344827586
Georginio Wijnaldum,0.002456140350877193,0.19047619047619047,4.261363636363637e-05,0.1841620626151013,0.16160220994475138
James Milner,0.0017543859649122807,1.0,1.3746334310850442e-05,0.24829931972789115,0.20269016697588127
Naby Keita,0.0015789473684210524,0.047619047619047616,0.0001534090909090909,0.25555555555555554,0.1388888888888889
Jordan Henderson,0.0015789473684210524,0.5476190476190476,1.7838266384778013e-05,0.3279727095516569,0.3194444444444444
Alex Oxlade-Chamberlain,0.0014035087719298245,0.26190476190476186,2.3014959723820486e-05,0.15986394557823128,0.16964285714285715
Marko Grujic,0.14035087719298245,0.0,0.13636363636363638,0.0625,0.0
Curtis Jones,0.002456140350877193,0.0,0.0015909090909090912,0.09523809523809523,0.07142857142857142
Harry Wilson,0.004035087719298246,0.0,0.00028003246753246754,0.12365591397849462,0.08870967741935484
Harvey Elliott,0.07017543859649122,0.0,0.27272727272727276,0.0,0.0
Xherdan Shaqiri,0.003333333333333333,0.21428571428571427,6.927564414195431e-05,0.10144927536231885,0.09347826086956522
Thiago,0.017543859649122806,0.0,0.06818181818181819,0.16666666666666666,0.25
Roberto Firmino,0.005614035087719298,0.42857142857142855,5.145797598627788e-05,0.243879472693032,0.10310734463276836
Sadio ManÃ©,0.007719298245614035,0.34523809523809523,6.741573033707866e-05,0.1921768707482993,0.12372448979591837
Mohamed Salah,0.011052631578947368,0.34523809523809523,9.56671390969832e-05,0.07859078590785908,0.0508130081300813
Takumi Minamino,0.19298245614035087,0.0,0.09375000000000001,0.04545454545454545,0.0
Rhian Brewster,0.0,0.0,0.0,,
Divock Origi,0.003684210526315789,0.07142857142857142,0.00016087844739530132,0.06227106227106227,0.019230769230769232
Ben Woodburn,0.10526315789473684,0.0,0.20454545454545459,0.1111111111111111,0.0
Diogo Jota,0.004210526315789474,0.07142857142857142,0.0001288475304223336,0.13930348258706465,0.08208955223880597
Ederson,,0.011904761904761904,0.0,,
Scott Carson,,0.023809523809523808,0.0,,
Zack Steffen,,0.0,0.0,,
Nathan AkÃ©,,0.07142857142857142,0.0,0.2891156462585034,0.35034013605442177
Kyle Walker,,0.34523809523809523,0.0,0.341296928327645,0.4249146757679181
John Stones,,0.0,0.0,0.18404907975460122,0.2929447852760736
Oleksandr Zinchenko,0.7192982456140351,0.03571428571428571,0.09983766233766235,0.35772357723577236,0.2621951219512195
Aymeric Laporte,,0.03571428571428571,0.0,0.17796610169491525,0.2966101694915254
Benjamin Mendy,,0.09523809523809523,0.0,0.18018018018018017,0.23648648648648649
JoÃ£o Cancelo,,0.0,0.0,0.39215686274509803,0.3088235294117647
NicolÃ¡s Otamendi,,0.011904761904761904,0.0,0.32965686274509803,0.5257352941176471
Eric GarcÃ­a,,0.0,0.0,0.07692307692307693,0.34615384615384615
Patrick Roberts,0.10526315789473684,0.0,0.0,0.027777777777777776,0.0
Ilkay GÃ¼ndogan,0.002631578947368421,0.07142857142857142,8.052970651395849e-05,0.13562091503267973,0.20588235294117646
Rodrigo,0.0014035087719298245,0.023809523809523808,0.0002181818181818182,0.24537037037037038,0.1875
